n_samples,n_positive,n_negative,auc_roc,auc_pr,f1,precision,recall,model,train_time_sec
150,13,137,0.7759685569904547,0.5804195804195804,0.16560509554140126,0.09027777777777778,1.0,TC-GNN,7.17
150,13,137,0.37394722066254915,0.06924066569162979,0.15950920245398773,0.08666666666666667,1.0,GCN,1.57
150,13,137,0.8781583380123527,0.6670319970787261,0.15950920245398773,0.08666666666666667,1.0,GAT,1.04
150,13,137,0.22852330151600225,0.13086567314308964,0.15950920245398773,0.08666666666666667,1.0,TGN,3.17
150,13,137,0.99606962380685,0.9599272522349445,0.3880597014925373,0.24074074074074073,1.0,DCRNN,0.65
150,13,137,1.0,0.9999999999999998,0.0,0.0,0.0,GLASS,2.05
150,13,137,1.0,1.0,1.0,1.0,1.0,XGBoost,0.26
